Date,Site,N2O_ppb,sd_N2O_ppb
2014-06-06,JFJ,327.69,0.51
2014-06-07,JFJ,328.12,0.39
2014-06-08,JFJ,328.22,0.56
2014-06-09,JFJ,328.38,0.47
2014-06-10,JFJ,328.6,0.65
2014-06-11,JFJ,328.31,0.56
2014-06-12,JFJ,328.4,0.64
2014-06-13,JFJ,328.7,1.3
2014-06-14,JFJ,328.45,0.55
2014-06-15,JFJ,328.53,0.54
2014-06-16,JFJ,328.21,0.61
2014-06-17,JFJ,328.18,0.42
2014-06-18,JFJ,328.45,0.64
2014-06-19,JFJ,328.33,0.53
2014-06-20,JFJ,328,0.52
2014-06-21,JFJ,327.94,0.55
2014-06-22,JFJ,328.16,0.59
2014-06-23,JFJ,329.43,1.82
2014-06-24,JFJ,-999999.99,-999.99
2014-06-25,JFJ,-999999.99,-999.99
2014-06-26,JFJ,328.25,0.89
2014-06-27,JFJ,328.09,0.7
2014-06-28,JFJ,328.16,0.47
2014-06-29,JFJ,327.52,2.67
2014-06-30,JFJ,-999999.99,-999.99
2014-07-01,JFJ,-999999.99,-999.99
2014-07-02,JFJ,-999999.99,-999.99
2014-07-03,JFJ,-999999.99,-999.99
2014-07-04,JFJ,-999999.99,-999.99
2014-07-05,JFJ,-999999.99,-999.99
2014-07-06,JFJ,-999999.99,-999.99
2014-07-07,JFJ,-999999.99,-999.99
2014-07-08,JFJ,-999999.99,-999.99
2014-07-09,JFJ,-999999.99,-999.99
2014-07-10,JFJ,-999999.99,-999.99
2014-07-11,JFJ,-999999.99,-999.99
2014-07-12,JFJ,-999999.99,-999.99
2014-07-13,JFJ,-999999.99,-999.99
2014-07-14,JFJ,-999999.99,-999.99
2014-07-15,JFJ,-999999.99,-999.99
2014-07-16,JFJ,-999999.99,-999.99
2014-07-17,JFJ,-999999.99,-999.99
2014-07-18,JFJ,-999999.99,-999.99
2014-07-19,JFJ,-999999.99,-999.99
2014-07-20,JFJ,-999999.99,-999.99
2014-07-21,JFJ,-999999.99,-999.99
2014-07-22,JFJ,-999999.99,-999.99
2014-07-23,JFJ,-999999.99,-999.99
2014-07-24,JFJ,328.67,0.55
2014-07-25,JFJ,328.23,0.78
2014-07-26,JFJ,328.54,0.57
2014-07-27,JFJ,329.08,0.74
2014-07-28,JFJ,329.04,0.84
2014-07-29,JFJ,328.15,0.68
2014-07-30,JFJ,329.25,0.91
2014-07-31,JFJ,328.92,0.75
2014-08-01,JFJ,329.03,0.69
2014-08-02,JFJ,328.77,0.66
2014-08-03,JFJ,328.48,0.85
2014-08-04,JFJ,328.57,0.8
2014-08-05,JFJ,328.52,0.61
2014-08-06,JFJ,328.26,0.47
2014-08-07,JFJ,328.69,0.57
2014-08-08,JFJ,328.69,0.74
2014-08-09,JFJ,328.67,0.68
2014-08-10,JFJ,328.79,0.74
2014-08-11,JFJ,328.66,0.64
2014-08-12,JFJ,328.32,0.66
2014-08-13,JFJ,328.6,1
2014-08-14,JFJ,328.42,0.99
2014-08-15,JFJ,328.41,0.63
2014-08-16,JFJ,328.4,0.84
2014-08-17,JFJ,328.15,0.85
2014-08-18,JFJ,328.04,0.66
2014-08-19,JFJ,327.94,0.84
2014-08-20,JFJ,327.47,0.92
2014-08-21,JFJ,327.77,0.8
2014-08-22,JFJ,327.78,0.8
2014-08-23,JFJ,327.83,0.95
2014-08-24,JFJ,327.86,0.75
2014-08-25,JFJ,327.79,0.82
2014-08-26,JFJ,328.23,1.05
2014-08-27,JFJ,327.88,0.63
2014-08-28,JFJ,327.93,0.82
2014-08-29,JFJ,328.19,0.7
2014-08-30,JFJ,328,0.98
2014-08-31,JFJ,328.1,0.81
2014-09-01,JFJ,327.96,0.85
2014-09-02,JFJ,327.95,0.75
2014-09-03,JFJ,328.67,0.78
2014-09-04,JFJ,328.36,0.81
2014-09-05,JFJ,328.61,0.73
2014-09-06,JFJ,328.54,0.69
2014-09-07,JFJ,328.3,0.79
2014-09-08,JFJ,328.64,1.65
2014-09-09,JFJ,328.32,1.36
2014-09-10,JFJ,328.47,0.81
2014-09-11,JFJ,328.43,0.85
2014-09-12,JFJ,328.71,0.86
2014-09-13,JFJ,328.78,0.87
2014-09-14,JFJ,328.92,0.95
2014-09-15,JFJ,328.84,0.84
2014-09-16,JFJ,328.73,0.74
2014-09-17,JFJ,329.37,0.75
2014-09-18,JFJ,329.22,1.1
2014-09-19,JFJ,328.73,0.83
2014-09-20,JFJ,328.74,0.94
2014-09-21,JFJ,328.47,0.78
2014-09-22,JFJ,328.73,0.8
2014-09-23,JFJ,328.24,0.74
2014-09-24,JFJ,328.62,0.64
2014-09-25,JFJ,328.25,0.92
2014-09-26,JFJ,328.47,0.66
2014-09-27,JFJ,329.44,0.74
2014-09-28,JFJ,329.64,1.31
2014-09-29,JFJ,328.58,0.83
2014-09-30,JFJ,328.53,0.67
2014-10-01,JFJ,328.56,0.66
2014-10-02,JFJ,328.23,0.46
2014-10-03,JFJ,328.47,0.64
2014-10-04,JFJ,328.49,0.58
2014-10-05,JFJ,328.67,0.7
2014-10-06,JFJ,329.79,1.64
2014-10-07,JFJ,329.74,0.83
2014-10-08,JFJ,329.99,1.33
2014-10-09,JFJ,328.94,0.99
2014-10-10,JFJ,328.98,0.75
2014-10-11,JFJ,328.84,0.88
2014-10-12,JFJ,328.76,0.84
2014-10-13,JFJ,-999999.99,-999.99
2014-10-14,JFJ,-999999.99,-999.99
2014-10-15,JFJ,-999999.99,-999.99
2014-10-16,JFJ,-999999.99,-999.99
2014-10-17,JFJ,-999999.99,-999.99
2014-10-18,JFJ,-999999.99,-999.99
2014-10-19,JFJ,-999999.99,-999.99
2014-10-20,JFJ,-999999.99,-999.99
2014-10-21,JFJ,-999999.99,-999.99
2014-10-22,JFJ,-999999.99,-999.99
2014-10-23,JFJ,328.15,1.82
2014-10-24,JFJ,328.35,1.08
2014-10-25,JFJ,328.24,0.62
2014-10-26,JFJ,328.34,0.91
2014-10-27,JFJ,328.73,1.28
2014-10-28,JFJ,328.23,0.75
2014-10-29,JFJ,328.56,1.53
2014-10-30,JFJ,328.2,0.61
2014-10-31,JFJ,328.74,0.62
2014-11-01,JFJ,328.57,0.72
2014-11-02,JFJ,328.68,1.45
2014-11-03,JFJ,328.74,1.04
2014-11-04,JFJ,329.21,2.19
2014-11-05,JFJ,329.02,1.49
2014-11-06,JFJ,328.29,0.64
2014-11-07,JFJ,328.55,0.59
2014-11-08,JFJ,328.39,0.52
2014-11-09,JFJ,328.47,0.83
2014-11-10,JFJ,329.32,0.68
2014-11-11,JFJ,328.97,1.25
2014-11-12,JFJ,328.61,0.64
2014-11-13,JFJ,328.5,0.62
2014-11-14,JFJ,328.51,0.83
2014-11-15,JFJ,329.13,0.88
2014-11-16,JFJ,328.44,0.88
2014-11-17,JFJ,328.53,0.73
2014-11-18,JFJ,328.5,0.6
2014-11-19,JFJ,328.45,0.57
2014-11-20,JFJ,328.51,0.6
2014-11-21,JFJ,328.42,0.57
2014-11-22,JFJ,328.4,0.71
2014-11-23,JFJ,328.43,0.68
2014-11-24,JFJ,328.59,0.55
2014-11-25,JFJ,328.24,0.48
2014-11-26,JFJ,328.27,0.69
2014-11-27,JFJ,328.79,0.63
2014-11-28,JFJ,328.71,0.83
2014-11-29,JFJ,328.55,0.64
2014-11-30,JFJ,328.42,0.52
2014-12-01,JFJ,328.65,0.76
2014-12-02,JFJ,328.63,0.7
2014-12-03,JFJ,328.55,0.79
2014-12-04,JFJ,328.53,0.66
2014-12-05,JFJ,328.53,0.61
2014-12-06,JFJ,328.58,0.76
2014-12-07,JFJ,328.29,0.65
2014-12-08,JFJ,328.63,0.69
2014-12-09,JFJ,328.5,0.73
2014-12-10,JFJ,328.22,0.65
2014-12-11,JFJ,328.98,0.74
2014-12-12,JFJ,329.73,1.85
2014-12-13,JFJ,329.33,0.69
2014-12-14,JFJ,329.05,0.83
2014-12-15,JFJ,328.56,0.5
2014-12-16,JFJ,328.56,0.4
2014-12-17,JFJ,328.55,0.72
2014-12-18,JFJ,328.53,0.67
2014-12-19,JFJ,328.41,0.71
2014-12-20,JFJ,328.41,0.64
2014-12-21,JFJ,328.48,0.72
2014-12-22,JFJ,328.41,0.65
2014-12-23,JFJ,328.32,0.79
2014-12-24,JFJ,328.2,0.78
2014-12-25,JFJ,328.42,0.56
2014-12-26,JFJ,328.34,0.55
2014-12-27,JFJ,328.55,0.93
2014-12-28,JFJ,328.93,0.85
2014-12-29,JFJ,328.52,0.59
2014-12-30,JFJ,328.31,0.66
2014-12-31,JFJ,328.84,1.57
